Total duration: 53.5767s
File: /opt/conda/lib/python3.8/site-packages/torch/autograd/__init__.py
File duration: 31.3149s (58.45%)
Line #|      Hits|         Time| Time per hit|      %|Source code
  1557|         0|            0|            0|  0.00%|            then the mean over the batch is taken. Default: ``'mean'``
  1558|         0|            0|            0|  0.00%|        zero_infinity (bool, optional):
  1559|         0|            0|            0|  0.00%|            Whether to zero infinite losses and the associated gradients.
  1560|         0|            0|            0|  0.00%|            Default: ``False``
  1561|         0|            0|            0|  0.00%|            Infinite losses mainly occur when the inputs are too short
  1562|         0|            0|            0|  0.00%|            to be aligned to the targets.
  1563|         0|            0|            0|  0.00%|
  1564|         0|            0|            0|  0.00%|    Shape:
  1565|         0|            0|            0|  0.00%|        - Log_probs: Tensor of size :math:`(T, N, C)`,
  1566|         0|            0|            0|  0.00%|          where :math:`T = \text{input length}`,
  1567|         0|            0|            0|  0.00%|          :math:`N = \text{batch size}`, and
  1568|         0|            0|            0|  0.00%|          :math:`C = \text{number of classes (including blank)}`.
  1569|         0|            0|            0|  0.00%|          The logarithmized probabilities of the outputs (e.g. obtained with
  1570|         0|            0|            0|  0.00%|          :func:`torch.nn.functional.log_softmax`).
  1571|         0|            0|            0|  0.00%|        - Targets: Tensor of size :math:`(N, S)` or
  1572|         0|            0|            0|  0.00%|          :math:`(\operatorname{sum}(\text{target\_lengths}))`,
  1573|         0|            0|            0|  0.00%|          where :math:`N = \text{batch size}` and
  1574|         0|            0|            0|  0.00%|          :math:`S = \text{max target length, if shape is } (N, S)`.
  1575|         0|            0|            0|  0.00%|          It represent the target sequences. Each element in the target
  1576|         0|            0|            0|  0.00%|          sequence is a class index. And the target index cannot be blank (default=0).
  1577|         0|            0|            0|  0.00%|          In the :math:`(N, S)` form, targets are padded to the
  1578|         0|            0|            0|  0.00%|          length of the longest sequence, and stacked.
  1579|         0|            0|            0|  0.00%|          In the :math:`(\operatorname{sum}(\text{target\_lengths}))` form,
  1580|         0|            0|            0|  0.00%|          the targets are assumed to be un-padded and
  1581|         0|            0|            0|  0.00%|          concatenated within 1 dimension.
  1582|         0|            0|            0|  0.00%|        - Input_lengths: Tuple or tensor of size :math:`(N)`,
  1583|         0|            0|            0|  0.00%|          where :math:`N = \text{batch size}`. It represent the lengths of the
  1584|         0|            0|            0|  0.00%|          inputs (must each be :math:`\leq T`). And the lengths are specified
  1585|         0|            0|            0|  0.00%|          for each sequence to achieve masking under the assumption that sequences
  1586|         0|            0|            0|  0.00%|          are padded to equal lengths.
  1587|         0|            0|            0|  0.00%|        - Target_lengths: Tuple or tensor of size :math:`(N)`,
  1588|         0|            0|            0|  0.00%|          where :math:`N = \text{batch size}`. It represent lengths of the targets.
  1589|         0|            0|            0|  0.00%|          Lengths are specified for each sequence to achieve masking under the
  1590|         0|            0|            0|  0.00%|          assumption that sequences are padded to equal lengths. If target shape is
  1591|         0|            0|            0|  0.00%|          :math:`(N,S)`, target_lengths are effectively the stop index
  1592|         0|            0|            0|  0.00%|          :math:`s_n` for each target sequence, such that ``target_n = targets[n,0:s_n]`` for
  1593|         0|            0|            0|  0.00%|          each target in a batch. Lengths must each be :math:`\leq S`
  1594|         0|            0|            0|  0.00%|          If the targets are given as a 1d tensor that is the concatenation of individual
  1595|         0|            0|            0|  0.00%|          targets, the target_lengths must add up to the total length of the tensor.
  1596|         0|            0|            0|  0.00%|        - Output: scalar. If :attr:`reduction` is ``'none'``, then
  1597|         0|            0|            0|  0.00%|          :math:`(N)`, where :math:`N = \text{batch size}`.
  1598|         0|            0|            0|  0.00%|
  1599|         0|            0|            0|  0.00%|    Examples::
  1600|         0|            0|            0|  0.00%|
  1601|         0|            0|            0|  0.00%|        >>> # Target are to be padded
  1602|         0|            0|            0|  0.00%|        >>> T = 50      # Input sequence length
  1603|         0|            0|            0|  0.00%|        >>> C = 20      # Number of classes (including blank)
  1604|         0|            0|            0|  0.00%|        >>> N = 16      # Batch size
  1605|         0|            0|            0|  0.00%|        >>> S = 30      # Target sequence length of longest target in batch (padding length)
  1606|         0|            0|            0|  0.00%|        >>> S_min = 10  # Minimum target length, for demonstration purposes
  1607|         0|            0|            0|  0.00%|        >>>
  1608|         0|            0|            0|  0.00%|        >>> # Initialize random batch of input vectors, for *size = (T,N,C)
  1609|         0|            0|            0|  0.00%|        >>> input = torch.randn(T, N, C).log_softmax(2).detach().requires_grad_()
  1610|         0|            0|            0|  0.00%|        >>>
  1611|         0|            0|            0|  0.00%|        >>> # Initialize random batch of targets (0 = blank, 1:C = classes)
  1612|         0|            0|            0|  0.00%|        >>> target = torch.randint(low=1, high=C, size=(N, S), dtype=torch.long)
  1613|         0|            0|            0|  0.00%|        >>>
  1614|         0|            0|            0|  0.00%|        >>> input_lengths = torch.full(size=(N,), fill_value=T, dtype=torch.long)
  1615|         0|            0|            0|  0.00%|        >>> target_lengths = torch.randint(low=S_min, high=S, size=(N,), dtype=torch.long)
  1616|         0|            0|            0|  0.00%|        >>> ctc_loss = nn.CTCLoss()
  1617|         0|            0|            0|  0.00%|        >>> loss = ctc_loss(input, target, input_lengths, target_lengths)
  1618|         0|            0|            0|  0.00%|        >>> loss.backward()
  1619|         0|            0|            0|  0.00%|        >>>
  1620|         0|            0|            0|  0.00%|        >>>
  1621|         0|            0|            0|  0.00%|        >>> # Target are to be un-padded
  1622|         0|            0|            0|  0.00%|        >>> T = 50      # Input sequence length
